new ID,formula,bandgap,n,orientation,A'_MPI,A'_AW,A'_V,A'_R,A'_Rb,A'_ρ,A'_SA,A'_EN,A'_SE,A'_BT,A'_VIP,A'_VEA,A'_ME,A'_CP,A'_Ha,A'_So,A'_EI,A'_NI,A'_DMD,A'_DM,A_MPI,A_AW,A_V,A_R,A_Rb,A_ρ,A_SA,A_EN,A_SE,A_BT,A_VIP,A_VEA,A_ME,A_CP,A_Ha,A_So,A_EI,A_NI,A_DMD,A_DM,B_W,B_E(m&b,B_E(p),B_E(a&R) ,B_E,B_EI1,B_EI2,B_EI3,B_CPM,B_VEN,B_Tm,B_Tb,B_EV,B_EM,B_EA,B_R,B_RC,B_IR,X_W,X_E(m&b,X_E(p),X_E(a&R) ,X_E,X_EI1,X_EI2,X_EI3,X_Tm,X_Tb,X_EV,X_EM,X_EA,X_R,X_RC,X_IR
170,[NH3(CH2)2NH3]PbI4*DMSO,3.18,1,2,10.03450113,62.11429,89.75816,2.777555983,5.250578418,1.1491,109.09356,4.403394732,6.143753091,-43.47306479,22.3904,9.4226,15.9065,-15.9065,12.9678,0.0771,9.7556,-11.4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
56,(F2CHCH2NH3)2CdBr4,2.84,1,1,5.22150232,82.07263,86.89422,2.747694665,5.194129802,1.5684,103.98798,3.876567821,5.853282496,-44.14977767,13.4266,4.0295,8.7281,-8.7281,9.3971,0.1064,4.0534,-5.8228,6.895189,2.712505507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.411,1.4,1.7,1.46,4.33,867.7,1631,3616,4.05,12,594,1038,100,6.4,112,0.93,141,1.81,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
157,[F2CHCH2NH3]2PbBr4,3.04,1,1,5.22150232,82.07263,86.89422,2.747694665,5.194129802,1.5684,103.98798,3.876567821,5.853282496,-44.14977767,13.4266,4.0295,8.7281,-8.7281,9.3971,0.1064,4.0534,-5.8228,6.895189,2.712505507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
158,[F3CCH2NH3]2PbBr4,2.98,1,1,5.11699356,100.06309,92.28513,2.803380729,5.299396463,1.8005,108.88338,4.381953449,6.131520648,-43.50060627,-4.2093,-13.8366,-9.023,9.023,9.6273,0.1039,4.2283,-6.8245,9.197714,3.61829819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
155,[F(CH2)2NH3]2PbBr4,2.72,1,1,5.28917972,64.08216,82.38981,2.699371601,5.102781855,1.2916,101.21752,3.585273588,5.701489357,-44.52394717,-4.1846,-16.7007,-10.4426,10.4426,12.5161,0.0799,4.3563,-5.1671,8.3234,3.274350905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
156,[F(CH2)2NH3]2PbCl4,3.27,1,1,5.28917972,64.08216,82.38981,2.699371601,5.102781855,1.2916,101.21752,3.585273588,5.701489357,-44.52394717,-4.1846,-16.7007,-10.4426,10.4426,12.5161,0.0799,4.3563,-5.1671,8.3234,3.274350905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,35.453,2.98,3,2.83,8.3,1251.1,2297,3822,172,238.6,20.42,6.41,121.7,0.28,99,0.99
27,GAMA1Pb nI3n+1,2.27,1,1,5.32558128,60.07849,78.07972,2.651454974,5.01220222,1.2777,95.78545,3.002318814,5.415763599,-45.27275668,-4.1208,-15.8765,-9.9987,9.9987,11.7557,0.0851,4.2521,-4.3137,0.001995,0.000784815,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
69,[C(NH2)3][CH3NH3]2Pb2I7,1.89,2,1,5.32558128,60.07849,78.07972,2.651454974,5.01220222,1.2777,95.78545,3.002318814,5.415763599,-45.27275668,-4.1208,-15.8765,-9.9987,9.9987,11.7557,0.0851,4.2521,-4.3137,0.001995,0.000784815,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
29,(GA)(MA)2Pb3I10,1.73,3,1,5.32558128,60.07849,78.07972,2.651454974,5.01220222,1.2777,95.78545,3.002318814,5.415763599,-45.27275668,-4.1208,-15.8765,-9.9987,9.9987,11.7557,0.0851,4.2521,-4.3137,0.001995,0.000784815,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
70,[C(NH2)3]2SnI4,2.06,1,2,5.32558128,60.07849,78.07972,2.651454974,5.01220222,1.2777,95.78545,3.002318814,5.415763599,-45.27275668,-4.1208,-15.8765,-9.9987,9.9987,11.7557,0.0851,4.2521,-4.3137,0.001995,0.000784815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
61,[(CH3(CH2)5NH3)2(CH3NH3)]Pb2I7,2.1,2,1,3.87047888,102.19817,170.1449,3.437514083,6.498136263,0.9974,180.78023,10.79481676,11.69203625,-35.26323819,12.8851,3.6815,8.2833,-8.2833,9.2036,0.1087,3.7275,-2.4929,14.139948,5.562528718,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
62,[(CH3(CH2)5NH3)2(CH3NH3)2]Pb3I10,1.96,3,1,3.87047888,102.19817,170.1449,3.437514083,6.498136263,0.9974,180.78023,10.79481676,11.69203625,-35.26323819,12.8851,3.6815,8.2833,-8.2833,9.2036,0.1087,3.7275,-2.4929,14.139948,5.562528718,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
63,[(CH3(CH2)5NH3)2(CH3NH3)3]Pb4I13,1.85,4,1,3.87047888,102.19817,170.1449,3.437514083,6.498136263,0.9974,180.78023,10.79481676,11.69203625,-35.26323819,12.8851,3.6815,8.2833,-8.2833,9.2036,0.1087,3.7275,-2.4929,14.139948,5.562528718,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
162,[HO(CH2)2NH3]2PbBr4,2.97,1,1,5.10856108,62.09111,88.1032,2.760379129,5.218107994,1.1703,105.99343,4.085012576,5.965718123,-43.88202892,15.0224,3.9144,9.4684,-9.4684,11.1081,0.09,4.0354,-3.1735,6.625865,2.606555862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
163,[HO(CH2)2NH3]2SnI4,2.07,1,1,5.10856108,62.09111,88.1032,2.760379129,5.218107994,1.1703,105.99343,4.085012576,5.965718123,-43.88202892,15.0224,3.9144,9.4684,-9.4684,11.1081,0.09,4.0354,-3.1735,6.625865,2.606555862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
144,[CH3CH(CH3)CH2NH3]2[CH3NH3]Pb2I7,2.02,2,1,4.61775882,74.14494,122.58399,3.081646073,5.825417907,1.0044,133.28817,6.746955623,7.709529582,-40.46274433,-3.657,-14.8884,-9.2727,9.2727,11.2314,0.089,3.8278,-4.4539,6.400703,2.51797915,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
145,[CH3CH(CH3)CH2NH3]2PbI4,2.23,1,1,4.61775882,74.14494,122.58399,3.081646073,5.825417907,1.0044,133.28817,6.746955623,7.709529582,-40.46274433,-3.657,-14.8884,-9.2727,9.2727,11.2314,0.089,3.8278,-4.4539,6.400703,2.51797915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
164,[I(CH2)6NH3]2PbI4,2.29,1,1,3.53929125,228.0947,211.58268,3.69656385,6.987833364,1.7901,215.55486,13.42820562,15.37193868,-31.88063165,-3.78,-11.2871,-7.5335,7.5335,7.5071,0.1332,3.78,0.2681,28.556699,11.23394925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
64,[(CH3)2CHNH3]3Sn2I7,2.1,2,1,4.98577465,60.11832,100.16645,2.881015544,5.446154148,0.9966,114.80227,4.978059915,6.48502084,-42.73490332,16.4415,3.6414,10.0415,-10.0415,12.8001,0.0781,3.9387,-5.6261,4.011718,1.578173879,4.98577465,60.11832,100.16645,2.881015544,5.446154148,0.9966,114.80227,4.978059915,6.48502084,-42.73490332,16.4415,3.6414,10.0415,-10.0415,12.8001,0.0781,3.9387,-5.6261,4.011718,1.578173879,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
30,(iso-BA)2(MA)2Pb4I13,1.74,4,1,4.61775882,74.14494,122.58399,3.081646073,5.825417907,1.0044,133.28817,6.746955623,7.709529582,-40.46274433,-3.657,-14.8884,-9.2727,9.2727,11.2314,0.089,3.8278,-4.4539,6.400703,2.51797915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
176,[C3H5N2][C(NH2)3]PbBr4,2.77,1,2,5.24984753,64.581905,81.578535,2.689932046,5.084937705,1.31305,98.146465,3.256148519,5.539504897,-44.94671063,5.4379,-5.9525,-0.2573,0.2573,11.39045,0.0879,4.16565,-3.9503,0.689099,0.271085366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
31,MA3Sb2I9,2.1,2,3,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,121.75,2.14,1.9,1.82,4.85,833.7,1595,2441,4.4,5,904,1908,165.8,39.7,262.3,0.57,141,0.625,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
32,MA3Sb2I6Cl3,2.18,2,3,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,121.75,2.14,1.9,1.82,4.85,833.7,1595,2441,4.4,5,904,1908,165.8,39.7,262.3,0.57,141,0.625,96.421,2.833333333,2.666666667,2.416666667,7.273333333,1089.3,1996.333333,3396.666667,315.3333333,384.5333333,34.58666667,12.48333333,111.7666667,0.4,121.6666667,0.763333333
151,[CH3NH3]CdCl4,5.29,1,1,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.411,1.4,1.7,1.46,4.33,867.7,1631,3616,4.05,12,594,1038,100,6.4,112,0.93,141,1.81,35.453,2.98,3,2.83,8.3,1251.1,2297,3822,172,238.6,20.42,6.41,121.7,0.28,99,0.99
33,(MA)2CuCl0.5Br3.5,1.8,1,1,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.546,1.08,1.9,1.75,4.48,745.4,1958,3554,4.45,11,1356,2840,306.7,13,338.3,0.96,117,0.46,74.347625,2.84875,2.825,2.75125,7.67875,1153.8,2127.25,3516.625,254.25,320.2375,29.24,10.05,113.125,0.35875,112.125,0.47375
34,(MA)2CuCl2Br2,2.12,1,1,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.546,1.08,1.9,1.75,4.48,745.4,1958,3554,4.45,11,1356,2840,306.7,13,338.3,0.96,117,0.46,57.6785,2.905,2.9,2.785,7.945,1195.5,2200,3647.5,219,285.25,25.46,8.49,116.8,0.325,106.5,0.695
35,(CH3NH3)2PdCl4,2.22,1,1,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,35.453,2.98,3,2.83,8.3,1251.1,2297,3822,172,238.6,20.42,6.41,121.7,0.28,99,0.99
36,2(MA)3Pb4I13,1.65,4,1,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
171,[NH3(CH2)3NH2CH3]PbBr4,2.88,1,1,9.2302561,76.1409,113.26749,3.001510956,5.673933755,1.1163,131.27101,6.560168604,7.567042844,-40.70267357,21.4518,9.2603,15.3561,-15.3561,12.1915,0.082,9.671,-10.7852,4.18084,1.644704957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
169,[NH3(CH2)2NH2CH3]PbBr4,3.12,1,2,9.2302561,76.1409,113.26749,3.001510956,5.673933755,1.1163,131.27101,6.560168604,7.567042844,-40.70267357,21.4518,9.2603,15.3561,-15.3561,12.1915,0.082,9.671,-10.7852,4.18084,1.644704957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
135,[CH3(CH2)4CH(CH3)NH3]2PbI4,2.39,1,1,3.83577289,116.22479,192.34993,3.580982387,6.769342887,1.0034,197.33043,12.07703654,13.36287073,-33.61621785,13.0806,3.4573,8.2689,-8.2689,9.6232,0.1039,3.5526,-2.6744,10.038954,3.949234461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
146,[CH3CH2CH(CH3)NH3]2PbI4,2.4,1,1,4.6593257,74.14494,122.59501,3.081738414,5.825592465,1.0043,133.81964,6.795933537,7.747432845,-40.39983185,15.3015,3.529,9.4152,-9.4152,11.7725,0.0849,3.765,-4.8658,4.23883,1.667517703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
54,(NH4)3Sb2I9,2.27,2,3,7.46322622,18.03847,29.8851,1.925113821,3.639156561,1.0023,47.47869,-3.167281407,3.567956343,-53.19765161,-4.4795,-24.2306,-14.3551,14.3551,19.751,0.0506,5.2166,-13.3895,0,0,7.46322622,18.03847,29.8851,1.925113821,3.639156561,1.0023,47.47869,-3.167281407,3.567956343,-53.19765161,-4.4795,-24.2306,-14.3551,14.3551,19.751,0.0506,5.2166,-13.3895,0,0,121.75,2.14,1.9,1.82,4.85,833.7,1595,2441,4.4,5,904,1908,165.8,39.7,262.3,0.57,141,0.625,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
37,(PA)2(MA)4Pb5I16,1.85,5,1,4.88854293,60.11832,100.36914,2.882957511,5.449825162,0.9946,116.96416,5.191943599,6.618802131,-42.46016822,-3.7397,-15.666,-9.7028,9.7028,11.9263,0.0838,3.9469,-4.7033,6.227586,2.449876475,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
66,[BrC6H4(CH2)2NH3]2PbI4,2.38,1,1,3.64881521,201.08347,203.22022,3.647207564,6.894532256,1.6431,203.07668,12.50955975,13.97719484,-33.06063874,11.3527,3.7915,7.5721,-7.5721,7.5612,0.1323,3.7915,-0.4281,21.745935,8.554655783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
152,[ClC6H4(CH2)2NH3]2PbI4,2.38,1,1,3.71113956,156.63288,195.61955,3.601158688,6.807483341,1.3296,197.0451,12.05539655,13.33282597,-33.64401457,11.524,3.7889,7.6565,-7.6565,7.7351,0.1293,3.7893,-0.6155,18.471868,7.266667191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
42,(PdA)2(FA)2Pb3I10,1.64,3,1,9.15693676,76.1409,112.79227,2.997307404,5.665987531,1.121,130.48495,6.486991958,7.512106021,-40.79666949,-7.1106,-20.7948,-13.9527,13.9527,13.6842,0.0731,7.1132,-9.8962,1.632,0.642014162,5.77081042,45.06385,61.83331,2.453083545,4.637208969,1.2102,81.01372,1.327623465,4.718458495,-47.42391465,-4.7143,-16.8563,-10.7853,10.7853,12.142,0.0824,4.7901,-5.0419,0.208408,0.081985838,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
38, (PDA) (MA)n-1PbnI3n+1,2.46,1,1,9.15693676,76.1409,112.79227,2.997307404,5.665987531,1.121,130.48495,6.486991958,7.512106021,-40.79666949,-7.1106,-20.7948,-13.9527,13.9527,13.6842,0.0731,7.1132,-9.8962,1.632,0.642014162,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
39, (PDA) (MA)n-1PbnI3n+1,1.77,2,1,9.15693676,76.1409,112.79227,2.997307404,5.665987531,1.121,130.48495,6.486991958,7.512106021,-40.79666949,-7.1106,-20.7948,-13.9527,13.9527,13.6842,0.0731,7.1132,-9.8962,1.632,0.642014162,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
40, (PDA) (MA)n-1PbnI3n+1,1.635,3,1,9.15693676,76.1409,112.79227,2.997307404,5.665987531,1.121,130.48495,6.486991958,7.512106021,-40.79666949,-7.1106,-20.7948,-13.9527,13.9527,13.6842,0.0731,7.1132,-9.8962,1.632,0.642014162,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
