new ID,formula,bandgap,n,orientation,A'_MPI,A'_AW,A'_V,A'_R,A'_Rb,A'_ρ,A'_SA,A'_EN,A'_SE,A'_BT,A'_VIP,A'_VEA,A'_ME,A'_CP,A'_Ha,A'_So,A'_EI,A'_NI,A'_DMD,A'_DM,A_MPI,A_AW,A_V,A_R,A_Rb,A_ρ,A_SA,A_EN,A_SE,A_BT,A_VIP,A_VEA,A_ME,A_CP,A_Ha,A_So,A_EI,A_NI,A_DMD,A_DM,B_W,B_E(m&b,B_E(p),B_E(a&R) ,B_E,B_EI1,B_EI2,B_EI3,B_CPM,B_VEN,B_Tm,B_Tb,B_EV,B_EM,B_EA,B_R,B_RC,B_IR,X_W,X_E(m&b,X_E(p),X_E(a&R) ,X_E,X_EI1,X_EI2,X_EI3,X_Tm,X_Tb,X_EV,X_EM,X_EA,X_R,X_RC,X_IR
14,(BA)2(MA)n?1PbnI3n+1,1.58,6,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
15,BA2MAn-1 Sn n I 3n+1,2.1,1,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
16,BA2MAn-1 Sn n I 3n+1,1.95,2,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
17,(BA)2(MA)2Sn3I10,1.6,3,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
18,(BA)2(MA)n?1SnnI3n+1,1.585,4,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
19,(BA)2(MA)3Sn4I13,1.42,4,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
20,(BA)2CuBr4,1.76,1,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.546,1.08,1.9,1.75,4.48,745.4,1958,3554,4.45,11,1356,2840,306.7,13,338.3,0.96,117,0.46,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
21,(BA)2PbI4,2.24,1,1,4.48606856,74.14494,123.65149,3.090565546,5.842278916,0.9957,138.29808,7.204843469,8.072815835,-39.87458416,-3.7122,-14.6915,-9.2018,9.2018,10.9793,0.0911,3.8561,-3.7469,8.68089,3.414984264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
109,[CH3(CH2)3NH3]2[CH(NH2)2]Pb2Br7,2.27,2,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,5.77081042,45.06385,61.83331,2.453083545,4.637208969,1.2102,81.01372,1.327623465,4.718458495,-47.42391465,-4.7143,-16.8563,-10.7853,10.7853,12.142,0.0824,4.7901,-5.0419,0.208408,0.081985838,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
128,[CH3(CH2)3NH3]2[HC(NH2)2]Pb2I7,2.12,2,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,5.77081042,45.06385,61.83331,2.453083545,4.637208969,1.2102,81.01372,1.327623465,4.718458495,-47.42391465,-4.7143,-16.8563,-10.7853,10.7853,12.142,0.0824,4.7901,-5.0419,0.208408,0.081985838,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
22,(BEA)FA2Sn3I10,1.34,3,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,5.77081042,45.06385,61.83331,2.453083545,4.637208969,1.2102,81.01372,1.327623465,4.718458495,-47.42391465,-4.7143,-16.8563,-10.7853,10.7853,12.142,0.0824,4.7901,-5.0419,0.208408,0.081985838,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
108,[CH3(CH2)3NH3]2(CH3NH3)Pb2Br7,2.55,2,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
110,[CH3(CH2)3NH3]2[CH3NH3]2Pb3Br10,2.4,3,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
126,[CH3(CH2)3NH3]2[CH3NH3]Pb2I7,2.03,2,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
113,[CH3(CH2)3NH3]2[CH3NH3]2Pb3I10,1.92,3,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
118,[CH3(CH2)3NH3]2[CH3NH3]3Pb4I13,1.9,4,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
119,[CH3(CH2)3NH3]2[CH3NH3]3Pb4I13,1.96,4,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
120,[CH3(CH2)3NH3]2[CH3NH3]4Pb5I16,1.6,5,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
122,[CH3(CH2)3NH3]2[CH3NH3]5Pb6I19,1.59,6,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
123,[CH3(CH2)3NH3]2[CH3NH3]6Pb7I22,1.57,7,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
115,[CH3(CH2)3NH3]2[CH3NH3]2Sn3Br10,2.31,3,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
55,(CH3(CH2)3NH3)2(CH3NH3)Sn2I7,1.65,2,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
132,[CH3(CH2)3NH3]2PbBr4,3.07,1,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
166,[NH2C4H7NH3]PbBr4,2.95,1,2,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
167,[NH2C4H7NH3]PbCl4,3.45,1,2,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,35.453,2.98,3,2.83,8.3,1251.1,2297,3822,172,238.6,20.42,6.41,121.7,0.28,99,0.99
133,[CH3(CH2)3NH3]2PbI4,2.33,1,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
168,[NH2C4H7NH3]PbI4,2.26,1,2,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
134,[CH3(CH2)3NH3]2SnI4,1.92,1,1,8.44212381,90.16752,135.80644,3.188685075,6.027760067,1.1025,151.60864,8.382575049,9.103120986,-38.36177965,-6.6805,-19.5037,-13.0921,13.0921,12.8233,0.078,6.6833,-8.6533,0.0001,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.71,1.88,1.8,1.72,4.3,708.6,1412,2943,4.15,4,505,2543,296.2,7.07,302.1,0.65,140,1.03,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
101,[C7H7N2]2PbBr4,2.6,1,1,4.25835914,119.14414,143.8359,3.250328624,6.144288514,1.3755,150.39648,8.277519675,9.005378019,-38.49672402,13.3011,4.5373,8.9192,-8.9192,8.7638,0.1141,4.5387,-2.191,4.8171,1.895003934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
102,[C7H7N2]2PbCl4,3.08,1,1,4.25835914,119.14414,143.8359,3.250328624,6.144288514,1.3755,150.39648,8.277519675,9.005378019,-38.49672402,13.3011,4.5373,8.9192,-8.9192,8.7638,0.1141,4.5387,-2.191,4.8171,1.895003934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,35.453,2.98,3,2.83,8.3,1251.1,2297,3822,172,238.6,20.42,6.41,121.7,0.28,99,0.99
82,[C6H11NH3]2CdBr4,3.24,1,1,4.37573865,100.18229,149.96722,3.295871627,6.230381147,1.1093,150.75926,8.309005309,9.034548645,-38.4562805,13.6054,3.7437,8.6745,-8.6745,9.8617,0.1014,3.8151,-3.5721,5.58713,2.197926829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.411,1.4,1.7,1.46,4.33,867.7,1631,3616,4.05,12,594,1038,100,6.4,112,0.93,141,1.81,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
154,[COOH(CH2)3NH3]2PbBr4,3.21,1,1,4.70221367,90.10125,112.70969,2.99657574,5.664604424,1.3275,128.24024,6.276803155,7.357042294,-41.06665848,14.2153,4.0449,9.1301,-9.1301,10.1704,0.0983,4.0981,-2.7525,12.173258,4.788850511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
149,[CH3CH2NH3]4Pb3Br10,2.75,3,1,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
150,[CH3CH2NH3]4Pb3Cl10,3.45,3,1,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,35.453,2.98,3,2.83,8.3,1251.1,2297,3822,172,238.6,20.42,6.41,121.7,0.28,99,0.99
147,[CH3CH2NH3]2[CH3NH3]2Pb3Br10,2.7,3,1,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,79.904,2.83,2.8,2.74,7.59,1139.9,2103,3473,266,331.9,30.5,10.57,111.9,0.37,114,0.4
24,(EA)2(MA)5Pb6I19,1.61,6,1,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
25,(EA)2(MA)9Pb10I31,1.59,10,1,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,6.11512817,32.06508,53.69619,2.340377951,4.424154917,0.9916,73.1777,0.37686461,4.395856533,-48.64517109,-4.0225,-19.0482,-11.5354,11.5354,15.0258,0.0666,4.4279,-8.0638,2.1661,0.852124312,207.2,1.92,1.9,1.55,3.9,715.5,1450,3081,4.1,4,601,2013,177.8,4.81,195,0.83,154,0.938,126.905,2.76,2.5,2.21,6.76,1008.4,1846,3184,387,457.5,41.67,15.52,106.8,0.46,133,0.65
148,[CH3CH2NH3]2CuCl4,2.74,1,1,5.41010136,46.0917,77.09811,2.640296812,4.991109286,0.9927,95.43125,2.963739861,5.397679968,-45.32231162,-3.792,-17.0207,-10.4068,10.4068,13.228,0.0756,4.0936,-6.0148,3.791271,1.491452006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.546,1.08,1.9,1.75,4.48,745.4,1958,3554,4.45,11,1356,2840,306.7,13,338.3,0.96,117,0.46,35.453,2.98,3,2.83,8.3,1251.1,2297,3822,172,238.6,20.42,6.41,121.7,0.28,99,0.99
